,Epoch,Iteration,Accuracy,Top3,Prediction,Target
0,2,214.0,0.125,0.625,[3 6 8 0 2 2 1 2],"tensor([6, 4, 6, 9, 2, 4, 8, 6])"
0,2,215.0,0.625,0.75,[2 2 5 7 4 1 0 4],"tensor([4, 2, 3, 7, 4, 1, 0, 7])"
0,2,216.0,0.5,0.75,[5 8 9 0 6 0 2 4],"tensor([5, 5, 9, 7, 6, 2, 2, 7])"
0,2,217.0,0.5,0.75,[1 7 6 0 4 9 8 4],"tensor([1, 7, 6, 5, 9, 1, 8, 1])"
0,2,218.0,0.75,0.875,[5 7 0 0 7 4 6 0],"tensor([5, 7, 0, 0, 7, 7, 6, 2])"
0,2,219.0,0.5,0.75,[8 2 1 5 6 1 7 2],"tensor([2, 7, 1, 8, 8, 1, 7, 2])"
0,2,220.0,0.5,0.875,[8 4 7 7 7 3 7 8],"tensor([8, 7, 7, 7, 7, 8, 1, 6])"
0,2,221.0,0.25,0.75,[5 4 3 1 3 0 6 4],"tensor([8, 9, 3, 1, 6, 9, 5, 7])"
0,2,222.0,0.375,0.75,[1 9 7 8 5 2 0 3],"tensor([1, 5, 7, 3, 8, 2, 9, 6])"
0,2,223.0,0.875,0.875,[2 5 8 0 7 5 5 8],"tensor([2, 6, 8, 0, 7, 5, 5, 8])"
0,2,224.0,0.125,0.5,[0 2 6 8 4 2 4 4],"tensor([6, 8, 4, 1, 1, 2, 9, 7])"
0,2,225.0,0.375,0.625,[6 4 0 9 6 3 8 3],"tensor([4, 9, 0, 4, 6, 6, 8, 5])"
0,2,226.0,0.25,0.625,[5 0 1 9 1 6 3 6],"tensor([0, 2, 1, 7, 1, 5, 6, 8])"
0,2,227.0,0.375,0.75,[3 2 6 3 0 0 4 3],"tensor([0, 2, 8, 1, 0, 6, 4, 5])"
0,2,228.0,0.5,0.75,[4 5 5 0 8 8 4 6],"tensor([7, 5, 5, 6, 8, 5, 7, 6])"
0,2,229.0,0.375,0.625,[7 4 2 3 6 3 8 3],"tensor([3, 9, 2, 3, 8, 3, 5, 8])"
0,2,230.0,0.625,0.875,[3 8 3 8 7 9 6 1],"tensor([3, 8, 8, 5, 7, 4, 6, 1])"
0,2,231.0,0.375,0.75,[1 3 1 4 5 7 1 9],"tensor([1, 0, 1, 3, 1, 7, 8, 1])"
0,2,232.0,0.625,1.0,[8 2 0 1 2 2 1 1],"tensor([8, 2, 2, 1, 2, 4, 1, 8])"
0,2,233.0,0.625,0.75,[6 1 8 8 4 9 1 9],"tensor([6, 1, 8, 0, 4, 1, 1, 1])"
0,2,234.0,0.5,0.5,[8 9 7 7 0 0 1 5],"tensor([0, 9, 7, 1, 9, 0, 1, 6])"
0,2,235.0,0.375,0.625,[4 4 6 8 6 9 5 0],"tensor([4, 7, 6, 8, 4, 4, 3, 5])"
0,2,236.0,0.25,0.375,[1 3 4 9 8 5 5 5],"tensor([1, 3, 7, 7, 1, 3, 8, 3])"
0,2,237.0,0.625,0.875,[2 2 4 8 4 4 9 4],"tensor([6, 2, 1, 8, 4, 4, 7, 4])"
0,2,238.0,0.625,1.0,[9 7 4 4 3 2 7 3],"tensor([9, 7, 4, 4, 8, 6, 7, 5])"
0,2,239.0,0.625,0.75,[1 0 3 7 5 3 5 5],"tensor([1, 0, 6, 7, 5, 3, 9, 6])"
0,2,240.0,0.5,0.75,[5 4 1 0 3 8 1 1],"tensor([8, 4, 1, 0, 9, 5, 0, 1])"
0,2,241.0,0.625,0.875,[8 7 7 2 5 5 1 9],"tensor([8, 7, 3, 2, 8, 8, 1, 9])"
0,2,242.0,0.375,0.75,[0 0 8 2 2 3 8 3],"tensor([9, 0, 7, 2, 1, 3, 5, 6])"
0,2,243.0,0.5,0.75,[2 0 7 9 4 2 1 8],"tensor([4, 2, 7, 9, 7, 2, 8, 8])"
0,2,244.0,0.375,0.625,[1 7 7 1 6 5 0 2],"tensor([1, 7, 1, 8, 6, 8, 1, 8])"
0,2,245.0,0.25,0.5,[6 1 3 8 5 7 2 5],"tensor([8, 1, 0, 8, 3, 8, 5, 8])"
0,2,246.0,0.5,0.625,[9 2 2 5 5 3 0 0],"tensor([7, 2, 2, 6, 8, 9, 0, 0])"
0,2,247.0,0.5,0.875,[6 1 9 1 3 2 9 4],"tensor([9, 1, 3, 8, 2, 2, 9, 4])"
0,2,248.0,0.375,0.75,[2 3 0 3 1 3 5 6],"tensor([7, 8, 2, 1, 1, 3, 8, 6])"
0,2,249.0,0.5,0.5,[0 9 4 9 0 6 7 8],"tensor([0, 9, 4, 8, 0, 1, 3, 7])"
0,2,250.0,0.5,0.75,[4 3 4 2 6 9 2 0],"tensor([4, 3, 7, 2, 4, 5, 6, 0])"
0,2,251.0,0.5,0.75,[9 1 4 0 0 6 0 0],"tensor([9, 8, 7, 0, 0, 6, 2, 6])"
0,2,252.0,0.125,0.25,[3 5 6 7 5 3 5 4],"tensor([0, 8, 1, 7, 6, 6, 8, 1])"
0,2,253.0,0.375,0.75,[1 5 2 9 2 9 4 6],"tensor([8, 1, 6, 9, 4, 9, 4, 4])"
0,2,254.0,0.125,0.5,[8 6 9 5 3 1 1 1],"tensor([3, 5, 9, 8, 1, 6, 8, 8])"
0,2,255.0,0.25,0.625,[8 0 6 2 4 5 2 4],"tensor([1, 0, 8, 2, 7, 3, 7, 7])"
0,2,256.0,0.5,0.75,[5 5 2 7 9 7 1 8],"tensor([5, 8, 4, 7, 9, 8, 8, 8])"
0,2,257.0,0.375,0.75,[6 2 4 7 7 9 4 3],"tensor([7, 7, 4, 9, 7, 1, 4, 2])"
0,2,258.0,0.125,0.375,[9 0 9 6 8 0 0 9],"tensor([9, 9, 3, 4, 5, 9, 6, 1])"
0,2,259.0,0.375,0.75,[8 0 0 4 6 5 2 3],"tensor([8, 2, 0, 9, 6, 3, 7, 0])"
0,2,260.0,0.375,0.5,[8 0 3 3 1 4 3 7],"tensor([5, 2, 5, 8, 1, 4, 8, 7])"
0,2,261.0,0.25,0.625,[4 0 6 5 3 1 0 3],"tensor([7, 0, 9, 6, 8, 8, 0, 5])"
0,2,262.0,0.625,0.75,[6 3 0 8 7 7 0 6],"tensor([6, 6, 0, 3, 7, 7, 0, 4])"
0,2,263.0,0.375,0.625,[4 7 9 7 1 4 4 4],"tensor([9, 7, 9, 3, 1, 9, 7, 9])"
0,2,264.0,0.375,0.75,[2 3 8 8 9 8 1 5],"tensor([2, 8, 8, 5, 7, 8, 0, 8])"
0,2,265.0,0.25,0.625,[8 7 6 1 6 7 7 6],"tensor([1, 7, 1, 6, 6, 1, 3, 8])"
0,2,266.0,0.75,1.0,[3 1 7 8 1 8 3 7],"tensor([3, 8, 7, 8, 1, 5, 3, 7])"
0,2,267.0,0.375,0.625,[7 7 2 0 9 4 7 3],"tensor([3, 7, 8, 9, 4, 4, 7, 2])"
0,2,268.0,0.25,0.625,[3 5 7 8 8 5 9 3],"tensor([1, 3, 3, 6, 2, 5, 9, 5])"
0,2,269.0,0.25,0.75,[5 1 5 5 1 1 1 8],"tensor([8, 8, 6, 8, 8, 1, 1, 6])"
0,2,270.0,0.625,0.625,[0 4 1 2 5 6 0 6],"tensor([9, 5, 1, 2, 9, 6, 0, 6])"
0,2,271.0,0.5,0.75,[8 9 9 4 3 7 9 2],"tensor([0, 4, 9, 4, 3, 7, 5, 7])"
0,2,272.0,0.625,0.875,[7 1 0 6 2 7 5 3],"tensor([7, 1, 0, 5, 2, 7, 8, 2])"
0,2,273.0,0.375,0.625,[5 1 6 5 0 6 5 9],"tensor([0, 1, 5, 0, 9, 8, 5, 9])"
0,2,274.0,0.5,0.75,[4 6 3 7 2 4 3 3],"tensor([4, 4, 9, 7, 5, 4, 6, 3])"
0,2,275.0,0.5,0.75,[0 4 9 5 4 7 9 0],"tensor([0, 4, 9, 3, 7, 1, 3, 0])"
0,2,276.0,0.625,0.875,[4 7 9 2 3 2 8 3],"tensor([1, 7, 9, 2, 6, 4, 8, 3])"
0,2,277.0,0.5,0.875,[8 7 6 3 4 2 1 6],"tensor([8, 7, 6, 2, 9, 6, 1, 7])"
0,2,278.0,0.75,0.875,[0 5 0 3 6 4 7 3],"tensor([9, 3, 0, 3, 6, 4, 7, 3])"
0,2,279.0,0.75,0.875,[4 3 6 6 3 0 7 8],"tensor([4, 3, 5, 6, 2, 0, 7, 8])"
0,2,280.0,0.25,0.375,[0 6 8 3 8 1 9 9],"tensor([7, 5, 8, 2, 8, 8, 8, 3])"
0,2,281.0,0.25,0.5,[3 4 2 8 7 0 3 1],"tensor([0, 9, 5, 8, 1, 2, 2, 1])"
0,2,282.0,0.5,0.75,[3 7 1 2 3 5 0 4],"tensor([5, 9, 1, 2, 3, 3, 8, 4])"
0,2,283.0,0.375,0.75,[1 5 6 9 8 5 8 5],"tensor([1, 3, 6, 5, 8, 3, 6, 3])"
0,2,284.0,0.125,0.625,[4 9 1 9 3 0 5 2],"tensor([9, 8, 8, 9, 2, 2, 0, 5])"
0,2,285.0,0.375,0.875,[8 4 3 5 8 2 7 9],"tensor([5, 7, 6, 8, 8, 4, 7, 9])"
0,2,286.0,0.25,0.75,[4 8 0 6 5 1 1 3],"tensor([4, 5, 4, 5, 8, 8, 8, 3])"
0,2,287.0,0.375,0.875,[1 2 0 2 1 0 6 5],"tensor([1, 4, 0, 9, 8, 0, 4, 1])"
0,2,288.0,0.375,0.625,[5 5 9 3 0 2 2 6],"tensor([8, 8, 1, 6, 0, 2, 2, 7])"
0,2,289.0,0.375,0.75,[5 3 0 3 0 2 5 2],"tensor([5, 3, 6, 6, 5, 7, 6, 2])"
0,2,290.0,0.375,1.0,[6 4 2 4 2 7 3 1],"tensor([6, 4, 6, 9, 2, 9, 5, 8])"
0,2,291.0,0.75,0.875,[6 5 4 0 0 1 4 8],"tensor([6, 6, 4, 0, 4, 1, 4, 8])"
0,2,292.0,0.25,0.5,[7 7 8 8 0 6 3 9],"tensor([3, 7, 5, 5, 0, 5, 5, 8])"
0,2,293.0,0.5,0.625,[7 7 6 4 8 9 1 0],"tensor([3, 9, 4, 4, 8, 1, 1, 0])"
0,2,294.0,0.5,0.875,[7 2 2 1 4 7 3 4],"tensor([1, 8, 2, 1, 4, 3, 2, 4])"
0,2,295.0,0.625,1.0,[2 1 6 8 5 6 7 2],"tensor([7, 1, 6, 8, 5, 4, 7, 7])"
0,2,296.0,0.5,0.875,[9 1 7 8 1 9 0 9],"tensor([3, 1, 7, 8, 1, 1, 9, 1])"
0,2,297.0,0.375,0.875,[3 6 6 4 7 4 2 6],"tensor([1, 4, 4, 4, 7, 4, 6, 5])"
0,2,298.0,0.5,0.75,[0 9 1 2 5 2 6 4],"tensor([9, 9, 1, 2, 5, 7, 1, 7])"
0,2,299.0,0.5,0.625,[5 8 5 7 8 1 7 3],"tensor([1, 8, 8, 7, 5, 1, 7, 0])"
0,2,300.0,0.625,0.625,[6 5 8 1 2 5 8 6],"tensor([6, 3, 8, 1, 2, 3, 8, 9])"
0,2,301.0,0.5,0.875,[4 4 9 1 2 7 3 5],"tensor([7, 9, 9, 1, 4, 7, 3, 8])"
0,2,302.0,0.375,0.75,[0 0 7 7 0 6 1 6],"tensor([6, 2, 7, 3, 0, 4, 1, 9])"
0,2,303.0,0.375,0.875,[3 0 3 2 4 2 3 0],"tensor([5, 9, 6, 6, 4, 2, 2, 0])"
0,2,304.0,0.5,0.625,[4 1 3 7 7 5 1 9],"tensor([7, 1, 6, 7, 7, 8, 1, 4])"
0,2,305.0,0.375,0.5,[6 6 3 6 4 8 7 7],"tensor([4, 6, 2, 1, 4, 8, 1, 3])"
0,2,306.0,0.25,0.5,[2 6 4 2 5 6 7 5],"tensor([4, 7, 1, 2, 8, 1, 7, 6])"
0,2,307.0,0.5,0.5,[5 8 4 9 7 7 8 9],"tensor([3, 8, 9, 9, 3, 7, 1, 9])"
0,2,308.0,0.625,1.0,[2 8 9 3 3 1 1 1],"tensor([2, 8, 9, 0, 5, 8, 1, 1])"
0,2,309.0,0.25,0.5,[9 4 7 5 3 3 9 9],"tensor([1, 1, 7, 3, 9, 8, 9, 8])"
0,2,310.0,0.75,0.875,[7 1 3 9 0 1 1 9],"tensor([7, 1, 5, 9, 6, 1, 1, 9])"
0,2,311.0,0.875,0.875,[1 3 0 7 7 4 7 7],"tensor([1, 3, 0, 7, 7, 4, 3, 7])"
0,2,312.0,0.5,0.625,[5 5 3 1 1 5 6 3],"tensor([5, 2, 3, 1, 1, 8, 4, 0])"
0,2,313.0,0.625,0.875,[3 0 5 8 4 8 0 1],"tensor([3, 2, 6, 8, 4, 5, 0, 1])"
0,2,314.0,0.125,0.375,[2 8 7 8 3 2 4 5],"tensor([2, 2, 3, 3, 1, 4, 7, 3])"
0,2,315.0,0.75,0.75,[7 5 2 1 6 7 8 7],"tensor([7, 8, 2, 1, 5, 7, 8, 7])"
0,2,316.0,0.25,0.625,[7 8 1 6 9 0 5 5],"tensor([3, 1, 1, 7, 3, 8, 1, 5])"
0,2,317.0,0.375,0.5,[1 8 4 9 6 2 0 2],"tensor([1, 8, 8, 1, 5, 2, 8, 4])"
0,2,318.0,0.375,0.5,[2 7 9 0 6 3 1 9],"tensor([4, 7, 3, 0, 5, 8, 1, 3])"
0,2,319.0,0.75,0.875,[1 0 9 6 1 8 6 5],"tensor([1, 9, 8, 6, 1, 8, 6, 5])"
0,2,320.0,1.0,1.0,[5 3 1 0 8 2 2 9],"tensor([5, 3, 1, 0, 8, 2, 2, 9])"
0,2,321.0,0.375,0.625,[3 2 3 2 9 8 7 7],"tensor([2, 6, 6, 2, 9, 1, 9, 7])"
0,2,322.0,0.375,0.625,[2 5 4 5 1 3 5 3],"tensor([6, 8, 9, 6, 1, 3, 8, 3])"
0,2,323.0,0.5,0.75,[0 4 0 1 3 7 7 4],"tensor([3, 9, 2, 1, 3, 7, 7, 9])"
0,2,324.0,0.375,0.625,[8 2 8 4 0 5 5 9],"tensor([5, 2, 2, 4, 6, 9, 6, 9])"
0,2,325.0,0.5,0.625,[3 8 1 1 7 0 9 4],"tensor([1, 2, 1, 1, 7, 9, 4, 4])"
0,2,326.0,0.625,0.625,[4 5 3 3 4 9 9 6],"tensor([4, 3, 2, 3, 4, 9, 1, 6])"
0,2,327.0,0.25,0.625,[8 2 2 8 5 3 9 3],"tensor([2, 6, 4, 8, 8, 5, 9, 5])"
0,2,328.0,0.375,0.625,[1 9 2 2 9 7 3 8],"tensor([1, 1, 2, 1, 3, 7, 0, 5])"
0,2,329.0,0.375,0.625,[5 5 5 3 1 5 9 3],"tensor([6, 5, 9, 1, 1, 8, 8, 3])"
0,2,330.0,0.5,0.75,[5 6 3 5 3 1 2 2],"tensor([5, 1, 6, 5, 9, 1, 2, 9])"
0,2,331.0,0.375,0.5,[6 0 0 8 1 2 5 4],"tensor([7, 0, 8, 6, 1, 6, 3, 4])"
0,2,332.0,0.75,0.75,[0 6 6 6 4 0 7 0],"tensor([0, 4, 6, 1, 4, 0, 7, 0])"
0,2,333.0,0.375,0.5,[4 5 2 0 6 6 2 9],"tensor([4, 8, 7, 6, 6, 8, 2, 8])"
0,2,334.0,0.375,0.75,[3 2 7 7 8 3 6 4],"tensor([1, 4, 7, 7, 1, 0, 1, 4])"
0,2,335.0,0.375,0.75,[7 0 8 0 7 4 3 5],"tensor([7, 2, 3, 4, 7, 9, 3, 7])"
0,2,336.0,0.75,0.875,[9 0 7 4 8 1 4 2],"tensor([9, 0, 7, 4, 3, 1, 4, 6])"
0,2,337.0,1.0,1.0,[1 3 4 9 1 1 2 1],"tensor([1, 3, 4, 9, 1, 1, 2, 1])"
0,2,338.0,0.5,0.875,[2 9 0 0 8 5 8 3],"tensor([5, 9, 6, 0, 5, 3, 8, 3])"
0,2,339.0,0.5,0.75,[2 4 0 4 2 5 5 4],"tensor([3, 4, 0, 4, 2, 3, 8, 3])"
0,2,340.0,0.25,0.625,[8 8 5 3 6 6 1 7],"tensor([5, 5, 9, 9, 5, 6, 1, 3])"
0,2,341.0,0.75,1.0,[8 0 6 2 4 1 1 3],"tensor([8, 0, 9, 5, 4, 1, 1, 3])"
0,2,342.0,0.375,0.875,[0 1 7 0 2 2 0 4],"tensor([9, 1, 7, 9, 2, 3, 2, 7])"
0,2,343.0,0.625,0.875,[9 3 1 9 2 2 3 1],"tensor([1, 3, 1, 8, 2, 2, 0, 1])"
0,2,344.0,0.125,0.125,[0 4 8 0 0 1 8 5],"tensor([9, 7, 5, 6, 8, 1, 3, 2])"
0,2,345.0,0.375,0.875,[3 9 3 2 6 6 2 7],"tensor([6, 9, 1, 4, 6, 8, 6, 7])"
0,2,346.0,0.75,1.0,[4 6 6 1 8 7 9 8],"tensor([4, 6, 7, 1, 9, 7, 9, 8])"
0,2,347.0,0.375,0.5,[6 0 1 9 7 7 8 9],"tensor([4, 9, 1, 1, 7, 8, 8, 7])"
0,2,348.0,0.125,0.75,[1 9 0 6 3 3 0 2],"tensor([0, 5, 5, 8, 5, 5, 4, 2])"
0,2,349.0,0.625,0.75,[7 6 0 2 2 9 0 6],"tensor([7, 4, 2, 2, 2, 9, 0, 8])"
0,2,350.0,0.375,0.75,[1 0 8 2 2 4 2 9],"tensor([1, 4, 2, 1, 7, 4, 2, 1])"
0,2,351.0,0.5,0.75,[9 9 2 0 7 4 9 4],"tensor([9, 1, 4, 0, 1, 4, 8, 4])"
0,2,352.0,0.25,0.5,[2 9 5 0 2 4 0 4],"tensor([7, 8, 3, 5, 2, 9, 6, 4])"
0,2,353.0,0.25,0.375,[6 4 5 0 3 7 4 5],"tensor([6, 4, 3, 9, 0, 2, 5, 3])"
0,2,354.0,0.375,0.375,[7 8 8 5 3 1 4 9],"tensor([3, 1, 3, 9, 3, 1, 4, 1])"
0,2,355.0,0.5,0.625,[3 8 7 4 8 4 8 8],"tensor([3, 5, 7, 4, 8, 1, 1, 5])"
0,2,356.0,0.375,0.625,[0 1 2 3 2 9 9 5],"tensor([5, 1, 2, 9, 4, 1, 3, 5])"
0,2,357.0,0.375,0.5,[2 8 5 0 4 1 2 8],"tensor([2, 5, 5, 2, 7, 1, 6, 5])"
0,2,358.0,0.375,0.5,[9 6 8 6 2 3 1 7],"tensor([4, 6, 2, 7, 2, 2, 1, 8])"
0,2,359.0,0.5,0.875,[3 5 1 7 0 4 4 9],"tensor([5, 5, 1, 7, 2, 4, 9, 1])"
0,2,360.0,0.375,0.625,[9 9 4 2 9 0 8 7],"tensor([1, 1, 5, 5, 9, 6, 8, 7])"
0,2,361.0,0.375,0.625,[5 7 5 7 0 2 0 1],"tensor([6, 7, 5, 1, 9, 7, 9, 1])"
0,2,362.0,0.375,0.75,[0 1 0 6 2 5 7 7],"tensor([0, 1, 6, 6, 1, 7, 2, 3])"
0,2,363.0,0.75,0.875,[3 7 1 7 3 6 7 1],"tensor([2, 7, 1, 7, 6, 6, 7, 1])"
0,2,364.0,0.5,0.5,[6 9 2 8 4 7 9 4],"tensor([7, 9, 2, 3, 9, 7, 9, 5])"
0,2,365.0,0.375,0.625,[3 3 9 3 7 7 1 5],"tensor([3, 1, 9, 0, 8, 1, 1, 8])"
0,2,366.0,0.375,0.625,[8 8 4 4 3 5 4 7],"tensor([5, 2, 4, 7, 5, 6, 4, 7])"
0,2,367.0,0.625,0.625,[0 0 1 6 7 6 8 8],"tensor([9, 9, 1, 8, 7, 6, 8, 8])"
0,2,368.0,0.375,0.875,[8 3 7 1 9 6 4 8],"tensor([5, 1, 1, 1, 8, 6, 7, 8])"
0,2,369.0,0.75,1.0,[7 1 7 4 9 1 8 1],"tensor([7, 1, 7, 4, 9, 1, 4, 8])"
0,2,370.0,0.5,1.0,[5 7 2 2 8 3 9 1],"tensor([5, 7, 2, 6, 5, 7, 5, 1])"
0,2,371.0,0.125,0.125,[6 9 8 8 5 6 8 9],"tensor([8, 9, 0, 0, 0, 4, 5, 8])"
0,2,372.0,0.25,0.625,[3 2 1 3 0 6 8 7],"tensor([8, 1, 1, 1, 5, 8, 6, 7])"
0,2,373.0,0.375,0.875,[0 8 2 6 3 7 7 6],"tensor([9, 5, 5, 6, 0, 7, 7, 1])"
0,2,374.0,0.75,0.75,[4 7 0 6 8 2 8 1],"tensor([4, 7, 9, 7, 8, 2, 8, 1])"
0,2,375.0,0.25,0.5,[8 7 5 9 2 9 4 5],"tensor([1, 7, 2, 1, 6, 7, 8, 5])"
0,2,376.0,0.5,0.5,[9 7 7 4 5 0 8 2],"tensor([4, 7, 1, 5, 2, 0, 8, 2])"
0,2,377.0,0.125,0.625,[9 6 3 7 1 0 9 7],"tensor([5, 7, 9, 3, 1, 2, 4, 1])"
0,2,378.0,0.375,0.75,[7 1 5 2 2 6 7 9],"tensor([1, 1, 2, 2, 7, 6, 3, 1])"
0,2,379.0,0.5,0.75,[8 8 3 5 7 8 1 3],"tensor([1, 3, 6, 0, 7, 8, 1, 3])"
0,2,380.0,0.375,0.5,[6 3 1 6 8 9 3 9],"tensor([7, 5, 1, 6, 5, 9, 5, 5])"
0,2,381.0,0.375,0.875,[6 7 4 1 5 0 6 7],"tensor([6, 9, 7, 1, 5, 3, 1, 3])"
0,2,382.0,0.875,0.875,[6 6 1 3 3 8 4 0],"tensor([4, 6, 1, 3, 3, 8, 4, 0])"
0,2,383.0,0.5,0.625,[7 5 8 3 7 3 7 1],"tensor([1, 5, 2, 8, 7, 5, 7, 1])"
0,2,384.0,0.75,1.0,[6 5 8 2 3 8 8 1],"tensor([6, 5, 3, 2, 3, 3, 8, 1])"
0,2,385.0,0.125,0.5,[6 2 7 7 1 0 4 8],"tensor([4, 6, 1, 1, 1, 9, 1, 2])"
0,2,386.0,0.375,0.375,[9 2 9 6 8 3 5 4],"tensor([4, 2, 8, 1, 8, 3, 3, 9])"
0,2,387.0,0.75,0.875,[2 6 8 4 5 1 8 7],"tensor([2, 6, 8, 4, 3, 1, 5, 7])"
0,2,388.0,0.125,0.875,[0 5 4 9 3 9 9 2],"tensor([9, 3, 7, 5, 8, 9, 4, 5])"
0,2,389.0,0.875,0.875,[7 7 1 4 6 2 2 2],"tensor([7, 7, 1, 4, 4, 2, 2, 2])"
0,2,390.0,0.5,0.625,[9 5 6 8 9 9 8 2],"tensor([9, 8, 6, 0, 1, 9, 8, 1])"
0,2,391.0,0.625,0.75,[6 6 0 6 6 2 0 1],"tensor([6, 6, 2, 6, 6, 1, 9, 1])"
0,2,392.0,0.375,0.625,[9 1 5 6 4 2 4 9],"tensor([1, 1, 5, 6, 9, 7, 1, 1])"
0,2,393.0,0.125,0.25,[0 5 0 4 6 5 6 9],"tensor([0, 9, 6, 5, 8, 6, 8, 1])"
0,2,394.0,0.5,0.625,[4 6 4 9 1 0 6 5],"tensor([4, 6, 4, 1, 1, 2, 7, 8])"
0,2,395.0,0.625,0.75,[7 1 5 4 7 2 7 8],"tensor([7, 1, 5, 4, 8, 6, 7, 3])"
0,2,396.0,0.375,0.5,[3 3 6 4 8 0 3 9],"tensor([2, 1, 6, 4, 9, 0, 0, 3])"
0,2,397.0,0.375,0.75,[5 4 4 8 8 7 8 2],"tensor([5, 7, 1, 1, 8, 1, 5, 2])"
0,2,398.0,0.25,0.5,[0 0 4 9 7 4 4 7],"tensor([5, 7, 9, 1, 1, 4, 7, 7])"
0,2,399.0,0.375,0.5,[6 0 8 4 2 6 2 1],"tensor([6, 4, 1, 9, 1, 8, 2, 1])"
0,2,400.0,0.5,0.75,[2 1 5 6 4 3 4 7],"tensor([4, 1, 5, 4, 4, 8, 7, 7])"
0,2,401.0,0.5,0.875,[8 4 4 2 8 1 4 9],"tensor([8, 4, 9, 1, 3, 1, 4, 3])"
0,2,402.0,0.5,0.625,[2 8 4 1 2 9 6 1],"tensor([1, 8, 7, 1, 5, 1, 6, 1])"
0,2,403.0,0.625,0.75,[5 7 4 3 8 5 1 5],"tensor([1, 7, 4, 3, 8, 8, 1, 8])"
0,2,404.0,0.125,0.375,[4 6 8 5 9 8 2 7],"tensor([5, 8, 8, 9, 1, 5, 4, 8])"
0,2,405.0,0.5,0.5,[4 0 9 6 2 8 4 5],"tensor([9, 9, 9, 4, 2, 8, 4, 3])"
0,2,406.0,0.625,0.875,[3 4 4 5 0 4 1 2],"tensor([3, 4, 4, 5, 8, 9, 1, 6])"
0,2,407.0,0.375,0.5,[9 2 0 7 0 7 6 0],"tensor([5, 1, 9, 9, 0, 8, 6, 0])"
0,2,408.0,0.75,0.875,[9 1 3 7 8 3 1 3],"tensor([7, 1, 3, 7, 8, 0, 1, 3])"
0,2,409.0,0.5,0.625,[3 1 9 5 8 9 7 4],"tensor([5, 1, 9, 6, 2, 9, 9, 4])"
0,2,410.0,0.375,0.5,[2 4 8 7 9 9 6 2],"tensor([2, 4, 6, 7, 3, 7, 4, 4])"
0,2,411.0,0.25,0.5,[6 9 5 9 0 9 1 3],"tensor([6, 4, 4, 3, 9, 1, 1, 1])"
0,2,412.0,0.625,0.75,[4 7 3 2 1 7 6 8],"tensor([4, 7, 9, 4, 1, 4, 6, 8])"
0,2,413.0,0.625,0.875,[5 1 6 2 7 9 5 1],"tensor([5, 1, 9, 4, 7, 1, 5, 1])"
0,2,414.0,0.5,0.625,[2 2 6 0 1 7 0 9],"tensor([2, 2, 8, 9, 1, 7, 9, 8])"
0,2,415.0,0.5,0.75,[0 8 5 1 0 0 9 6],"tensor([0, 3, 5, 1, 0, 9, 1, 8])"
0,2,416.0,0.375,0.5,[7 8 8 8 0 6 9 6],"tensor([3, 8, 5, 8, 0, 8, 3, 1])"
0,2,417.0,0.25,0.625,[7 2 8 3 6 6 1 7],"tensor([1, 6, 3, 0, 6, 4, 8, 7])"
0,2,418.0,0.5,0.625,[9 6 1 7 4 6 1 5],"tensor([4, 8, 1, 4, 4, 8, 1, 5])"
0,2,419.0,0.375,0.625,[6 4 8 7 1 7 6 8],"tensor([8, 4, 3, 7, 1, 9, 8, 9])"
0,2,420.0,0.5,0.625,[7 0 9 7 6 5 7 8],"tensor([7, 0, 1, 1, 8, 5, 7, 2])"
0,2,421.0,0.375,0.625,[3 8 4 7 1 1 2 8],"tensor([5, 2, 4, 8, 1, 1, 3, 3])"
0,2,422.0,0.375,0.625,[0 8 8 1 0 2 1 7],"tensor([6, 2, 3, 1, 7, 2, 0, 7])"
0,2,423.0,0.375,0.75,[5 3 1 4 3 6 1 2],"tensor([5, 4, 1, 9, 3, 1, 0, 4])"
0,2,424.0,0.375,0.5,[1 2 8 9 5 6 8 1],"tensor([1, 1, 8, 1, 3, 8, 6, 1])"
0,2,425.0,0.5,0.75,[9 1 6 2 7 3 2 8],"tensor([9, 1, 8, 2, 8, 5, 2, 1])"
0,2,426.0,0.375,0.75,[3 0 3 1 8 0 3 3],"tensor([6, 0, 0, 1, 8, 9, 8, 0])"
0,2,427.0,0.375,0.5,[1 4 6 1 6 9 9 0],"tensor([1, 8, 6, 1, 4, 5, 3, 6])"
0,2,428.0,0.5,0.875,[4 4 8 4 0 2 9 7],"tensor([4, 4, 5, 4, 2, 7, 8, 7])"
0,2,429.0,0.125,0.5,[2 0 1 6 6 5 9 0],"tensor([3, 2, 1, 9, 7, 2, 8, 9])"
0,2,430.0,0.5,0.875,[1 0 0 2 8 9 7 1],"tensor([0, 0, 9, 6, 5, 9, 7, 1])"
0,2,431.0,0.25,0.5,[9 5 6 4 2 4 6 3],"tensor([4, 2, 7, 9, 6, 4, 6, 8])"
0,2,432.0,0.625,0.875,[1 6 6 3 3 1 5 4],"tensor([1, 2, 5, 3, 3, 1, 5, 9])"
0,2,433.0,0.75,0.75,[7 1 6 6 0 3 9 1],"tensor([7, 1, 6, 6, 4, 3, 3, 1])"
0,2,434.0,0.375,0.75,[2 4 1 9 3 9 6 2],"tensor([5, 4, 1, 8, 1, 4, 6, 4])"
